episode,winning_rate
35080,0.600000
35100,0.750000
35120,0.250000
35140,0.600000
35160,0.550000
35180,0.450000
35200,0.700000
35220,0.450000
35240,0.350000
35260,0.600000
35280,0.400000
35300,0.300000
35320,0.550000
35340,0.700000
35360,0.700000
35380,0.650000
35400,0.550000
35420,0.600000
35440,0.450000
35460,0.350000
35480,0.500000
35500,0.250000
35520,0.300000
35540,0.500000
35560,0.550000
35580,0.300000
35600,0.350000
35620,0.400000
35640,0.550000
35660,0.350000
35680,0.350000
35700,0.550000
35720,0.450000
35740,0.500000
35760,0.600000
35780,0.350000
35800,0.600000
35820,0.300000
35840,0.500000
35860,0.500000
35880,0.450000
35900,0.600000
35920,0.650000
35940,0.550000
35960,0.750000
35980,0.500000
36000,0.500000
36020,0.550000
36040,0.500000
36060,0.450000
36080,0.550000
36100,0.500000
36120,0.550000
36140,0.650000
36160,0.550000
36180,0.600000
36200,0.550000
36220,0.650000
36240,0.400000
36260,0.550000
36280,0.650000
36300,0.500000
36320,0.550000
36340,0.650000
36360,0.500000
36380,0.600000
36400,0.400000
36420,0.500000
36440,0.650000
36460,0.500000
36480,0.450000
36500,0.450000
36520,0.350000
36540,0.450000
36560,0.600000
36580,0.600000
36600,0.600000
36620,0.400000
36640,0.650000
36660,0.600000
36680,0.600000
36700,0.250000
36720,0.500000
36740,0.500000
36760,0.400000
36780,0.550000
36800,0.500000
36820,0.650000
36840,0.450000
36860,0.500000
36880,0.600000
36900,0.700000
36920,0.600000
36940,0.750000
36960,0.500000
36980,0.750000
37000,0.450000
37020,0.500000
37040,0.550000
37060,0.500000
37080,0.600000
37100,0.350000
37120,0.550000
37140,0.650000
37160,0.450000
37180,0.600000
37200,0.450000
37220,0.550000
37240,0.550000
37260,0.250000
37280,0.450000
37300,0.500000
37320,0.550000
37340,0.450000
37360,0.550000
37380,0.300000
37400,0.600000
37420,0.550000
37440,0.600000
37460,0.450000
37480,0.450000
37500,0.450000
37520,0.650000
37540,0.700000
37560,0.450000
37580,0.650000
37600,0.450000
37620,0.500000
37640,0.350000
37660,0.450000
37680,0.500000
37700,0.450000
37720,0.450000
37740,0.350000
37760,0.650000
37780,0.450000
37800,0.400000
37820,0.500000
37840,0.550000
37860,0.750000
37880,0.600000
37900,0.400000
37920,0.600000
37940,0.500000
37960,0.400000
37980,0.700000
38000,0.450000
38020,0.550000
38040,0.800000
38060,0.500000
38080,0.450000
38100,0.450000
38120,0.450000
38140,0.650000
38160,0.550000
38180,0.750000
38200,0.300000
38220,0.300000
38240,0.400000
38260,0.450000
38280,0.550000
38300,0.450000
38320,0.450000
38340,0.600000
38360,0.350000
38380,0.550000
38400,0.500000
38420,0.450000
38440,0.250000
38460,0.800000
38480,0.450000
38500,0.500000
38520,0.300000
38540,0.450000
38560,0.550000
38580,0.450000
38600,0.550000
38620,0.350000
38640,0.550000
38660,0.350000
38680,0.400000
38700,0.600000
38720,0.300000
38740,0.550000
38760,0.500000
38780,0.600000
38800,0.400000
38820,0.400000
38840,0.400000
38860,0.550000
38880,0.350000
38900,0.300000
38920,0.500000
38940,0.650000
38960,0.550000
38980,0.350000
39000,0.550000
39020,0.600000
39040,0.300000
39060,0.350000
39080,0.600000
39100,0.600000
39120,0.400000
39140,0.450000
39160,0.500000
39180,0.700000
39200,0.350000
39220,0.400000
39240,0.650000
39260,0.450000
39280,0.500000
39300,0.600000
39320,0.400000
39340,0.550000
39360,0.500000
39380,0.650000
39400,0.500000
39420,0.450000
39440,0.400000
39460,0.500000
39480,0.600000
39500,0.600000
39520,0.450000
39540,0.400000
39560,0.600000
39580,0.700000
39600,0.500000
39620,0.400000
39640,0.500000
39660,0.300000
39680,0.550000
39700,0.600000
39720,0.650000
39740,0.650000
39760,0.250000
39780,0.550000
39800,0.550000
39820,0.600000
39840,0.400000
39860,0.700000
39880,0.600000
39900,0.400000
39920,0.700000
39940,0.700000
39960,0.650000
39980,0.550000
40000,0.600000
40020,0.550000
40040,0.350000
40060,0.600000
40080,0.450000
40100,0.550000
40120,0.450000
40140,0.600000
40160,0.650000
40180,0.550000
40200,0.600000
40220,0.400000
40240,0.500000
40260,0.600000
40280,0.400000
40300,0.500000
40320,0.400000
40340,0.300000
40360,0.400000
40380,0.500000
40400,0.600000
40420,0.350000
40440,0.500000
40460,0.650000
40480,0.500000
40500,0.700000
40520,0.500000
40540,0.500000
40560,0.500000
40580,0.550000
40600,0.350000
40620,0.550000
40640,0.550000
40660,0.400000
40680,0.600000
40700,0.450000
40720,0.650000
40740,0.600000
40760,0.600000
40780,0.550000
40800,0.550000
40820,0.500000
40840,0.450000
40860,0.550000
40880,0.550000
40900,0.550000
40920,0.400000
40940,0.500000
40960,0.550000
40980,0.550000
41000,0.350000
41020,0.550000
41040,0.600000
41060,0.400000
41080,0.450000
41100,0.650000
41120,0.600000
41140,0.400000
41160,0.550000
41180,0.450000
41200,0.500000
41220,0.700000
41240,0.350000
41260,0.550000
41280,0.300000
41300,0.400000
41320,0.600000
41340,0.600000
41360,0.700000
41380,0.550000
41400,0.550000
41420,0.350000
41440,0.450000
41460,0.500000
41480,0.450000
41500,0.500000
41520,0.350000
41540,0.450000
41560,0.450000
41580,0.500000
41600,0.550000
41620,0.400000
41640,0.550000
41660,0.600000
41680,0.500000
41700,0.650000
41720,0.500000
41740,0.500000
41760,0.500000
41780,0.550000
41800,0.500000
41820,0.500000
41840,0.450000
41860,0.550000
41880,0.600000
41900,0.400000
41920,0.400000
41940,0.400000
41960,0.350000
41980,0.350000
42000,0.600000
42020,0.550000
42040,0.400000
42060,0.200000
42080,0.550000
42100,0.350000
42120,0.500000
42140,0.600000
42160,0.400000
42180,0.500000
42200,0.350000
42220,0.450000
42240,0.450000
42260,0.550000
42280,0.500000
42300,0.450000
42320,0.500000
42340,0.600000
42360,0.550000
42380,0.500000
42400,0.500000
42420,0.650000
42440,0.650000
42460,0.450000
42480,0.450000
42500,0.750000
42520,0.500000
42540,0.150000
42560,0.700000
42580,0.700000
42600,0.450000
42620,0.300000
42640,0.600000
42660,0.350000
42680,0.550000
42700,0.500000
42720,0.450000
42740,0.350000
42760,0.450000
42780,0.450000
42800,0.750000
42820,0.700000
42840,0.550000
42860,0.500000
42880,0.400000
42900,0.600000
42920,0.350000
42940,0.500000
42960,0.600000
42980,0.350000
43000,0.300000
43020,0.500000
43040,0.450000
43060,0.400000
43080,0.400000
43100,0.450000
43120,0.450000
43140,0.600000
43160,0.500000
43180,0.800000
43200,0.500000
43220,0.550000
43240,0.450000
43260,0.450000
43280,0.450000
43300,0.800000
43320,0.600000
43340,0.650000
43360,0.400000
43380,0.400000
43400,0.500000
43420,0.450000
43440,0.350000
43460,0.500000
43480,0.600000
43500,0.500000
43520,0.250000
43540,0.650000
43560,0.550000
43580,0.400000
43600,0.500000
43620,0.450000
43640,0.450000
43660,0.450000
43680,0.550000
43700,0.400000
43720,0.450000
43740,0.650000
43760,0.600000
43780,0.450000
43800,0.550000
43820,0.650000
43840,0.500000
43860,0.350000
43880,0.550000
43900,0.550000
43920,0.350000
43940,0.550000
43960,0.450000
43980,0.350000
44000,0.650000
44020,0.600000
44040,0.550000
44060,0.650000
44080,0.450000
44100,0.550000
44120,0.550000
44140,0.400000
44160,0.500000
44180,0.450000
44200,0.550000
44220,0.600000
44240,0.550000
44260,0.650000
44280,0.450000
44300,0.450000
44320,0.400000
44340,0.650000
44360,0.650000
44380,0.650000
44400,0.400000
44420,0.600000
44440,0.350000
44460,0.600000
44480,0.350000
44500,0.650000
44520,0.450000
44540,0.500000
44560,0.400000
44580,0.550000
44600,0.650000
44620,0.450000
44640,0.400000
44660,0.400000
44680,0.700000
44700,0.650000
44720,0.700000
44740,0.600000
44760,0.550000
44780,0.550000
44800,0.700000
44820,0.500000
44840,0.400000
44860,0.450000
44880,0.600000
44900,0.500000
44920,0.500000
44940,0.400000
44960,0.550000
44980,0.550000
45000,0.450000
45020,0.400000
45040,0.350000
45060,0.400000
45080,0.500000
45100,0.450000
45120,0.300000
45140,0.450000
45160,0.500000
45180,0.500000
45200,0.600000
45220,0.300000
45240,0.500000
45260,0.450000
45280,0.350000
45300,0.450000
45320,0.550000
45340,0.600000
45360,0.500000
45380,0.550000
45400,0.600000
45420,0.700000
45440,0.500000
45460,0.500000
45480,0.550000
45500,0.650000
45520,0.500000
45540,0.450000
45560,0.250000
45580,0.550000
45600,0.400000
45620,0.400000
45640,0.550000
45660,0.550000
45680,0.200000
45700,0.600000
45720,0.400000
45740,0.600000
45760,0.250000
45780,0.400000
45800,0.600000
45820,0.450000
45840,0.700000
45860,0.400000
45880,0.450000
45900,0.650000
45920,0.450000
45940,0.500000
45960,0.700000
45980,0.500000
46000,0.500000
46020,0.450000
46040,0.350000
46060,0.500000
46080,0.550000
46100,0.400000
46120,0.500000
46140,0.400000
46160,0.400000
46180,0.500000
46200,0.300000
46220,0.550000
46240,0.600000
46260,0.450000
46280,0.250000
46300,0.500000
46320,0.600000
46340,0.550000
46360,0.600000
46380,0.500000
46400,0.650000
46420,0.550000
46440,0.600000
46460,0.450000
46480,0.550000
46500,0.450000
46520,0.600000
46540,0.400000
46560,0.600000
46580,0.300000
46600,0.550000
46620,0.300000
46640,0.450000
46660,0.750000
46680,0.150000
46700,0.750000
46720,0.500000
46740,0.750000
46760,0.450000
46780,0.450000
46800,0.700000
46820,0.500000
46840,0.550000
46860,0.500000
46880,0.400000
46900,0.350000
46920,0.700000
46940,0.500000
46960,0.650000
46980,0.350000
47000,0.400000
47020,0.650000
47040,0.600000
47060,0.650000
47080,0.550000
47100,0.400000
47120,0.350000
47140,0.400000
47160,0.500000
47180,0.350000
47200,0.450000
47220,0.600000
47240,0.550000
47260,0.450000
47280,0.550000
47300,0.700000
47320,0.550000
47340,0.200000
47360,0.450000
47380,0.600000
47400,0.450000
47420,0.400000
47440,0.250000
47460,0.600000
47480,0.750000
47500,0.750000
47520,0.550000
47540,0.450000
47560,0.650000
47580,0.700000
47600,0.350000
47620,0.250000
47640,0.650000
47660,0.500000
47680,0.650000
47700,0.450000
47720,0.500000
47740,0.600000
47760,0.450000
47780,0.400000
47800,0.800000
47820,0.700000
47840,0.450000
47860,0.550000
47880,0.600000
47900,0.500000
47920,0.300000
47940,0.550000
47960,0.400000
47980,0.450000
48000,0.650000
48020,0.600000
48040,0.600000
48060,0.550000
48080,0.450000
48100,0.750000
48120,0.500000
48140,0.600000
48160,0.550000
48180,0.500000
48200,0.550000
48220,0.550000
48240,0.400000
48260,0.750000
48280,0.450000
48300,0.300000
48320,0.500000
48340,0.550000
48360,0.600000
48380,0.550000
48400,0.400000
48420,0.350000
48440,0.550000
48460,0.600000
48480,0.500000
48500,0.500000
48520,0.500000
48540,0.600000
48560,0.450000
48580,0.400000
48600,0.700000
48620,0.400000
48640,0.650000
48660,0.600000
48680,0.600000
48700,0.600000
48720,0.350000
48740,0.350000
48760,0.500000
48780,0.550000
48800,0.500000
48820,0.500000
48840,0.400000
48860,0.400000
48880,0.650000
48900,0.700000
48920,0.300000
48940,0.500000
48960,0.500000
48980,0.650000
49000,0.550000
49020,0.400000
49040,0.500000
49060,0.700000
49080,0.550000
49100,0.450000
49120,0.650000
49140,0.400000
49160,0.350000
49180,0.500000
49200,0.450000
49220,0.350000
49240,0.300000
49260,0.550000
49280,0.500000
49300,0.400000
49320,0.500000
49340,0.700000
49360,0.450000
49380,0.550000
49400,0.250000
49420,0.600000
49440,0.500000
49460,0.600000
49480,0.450000
49500,0.550000
49520,0.400000
49540,0.350000
49560,0.450000
49580,0.600000
49600,0.350000
49620,0.400000
49640,0.750000
49660,0.600000
49680,0.500000
49700,0.450000
49720,0.500000
49740,0.400000
49760,0.300000
49780,0.400000
49800,0.450000
49820,0.550000
49840,0.400000
49860,0.550000
49880,0.400000
49900,0.450000
49920,0.500000
49940,0.600000
49960,0.800000
49980,0.500000
50000,0.700000
50020,0.250000
50040,0.400000
50060,0.550000
50080,0.300000
50100,0.400000
50120,0.500000
50140,0.500000
50160,0.500000
50180,0.400000
50200,0.650000
50220,0.450000
50240,0.550000
50260,0.300000
50280,0.500000
50300,0.300000
50320,0.600000
50340,0.500000
50360,0.600000
50380,0.550000
50400,0.500000
50420,0.450000
50440,0.500000
50460,0.500000
50480,0.400000
50500,0.700000
50520,0.400000
50540,0.700000
50560,0.500000
50580,0.600000
50600,0.550000
50620,0.500000
50640,0.400000
50660,0.350000
50680,0.550000
50700,0.400000
50720,0.500000
50740,0.550000
50760,0.600000
50780,0.500000
50800,0.500000
50820,0.750000
50840,0.500000
50860,0.650000
50880,0.550000
50900,0.600000
50920,0.450000
50940,0.450000
50960,0.500000
50980,0.500000
51000,0.500000
51020,0.650000
51040,0.650000
51060,0.400000
51080,0.450000
51100,0.550000
51120,0.500000
51140,0.450000
51160,0.350000
51180,0.350000
51200,0.400000
51220,0.450000
51240,0.600000
51260,0.500000
51280,0.450000
51300,0.600000
51320,0.500000
51340,0.550000
51360,0.400000
51380,0.400000
51400,0.500000
51420,0.450000
51440,0.600000
51460,0.450000
51480,0.450000
51500,0.600000
51520,0.350000
51540,0.450000
51560,0.550000
51580,0.650000
51600,0.500000
51620,0.600000
51640,0.400000
51660,0.400000
51680,0.400000
51700,0.700000
51720,0.700000
51740,0.500000
51760,0.550000
51780,0.350000
51800,0.450000
51820,0.650000
51840,0.450000
51860,0.600000
51880,0.550000
51900,0.550000
51920,0.400000
51940,0.550000
51960,0.450000
51980,0.500000
52000,0.500000
52020,0.450000
52040,0.450000
52060,0.500000
52080,0.600000
52100,0.450000
52120,0.650000
52140,0.450000
52160,0.650000
52180,0.500000
52200,0.600000
52220,0.450000
52240,0.300000
52260,0.600000
52280,0.450000
52300,0.700000
52320,0.450000
52340,0.600000
52360,0.400000
52380,0.450000
52400,0.400000
52420,0.600000
52440,0.550000
52460,0.400000
52480,0.650000
52500,0.600000
52520,0.450000
52540,0.600000
52560,0.500000
52580,0.450000
52600,0.750000
52620,0.400000
52640,0.600000
52660,0.350000
52680,0.400000
52700,0.550000
52720,0.650000
52740,0.350000
52760,0.550000
52780,0.450000
52800,0.450000
52820,0.400000
52840,0.400000
52860,0.450000
52880,0.350000
52900,0.450000
52920,0.600000
52940,0.650000
52960,0.600000
52980,0.550000
53000,0.450000
53020,0.650000
53040,0.450000
53060,0.400000
53080,0.700000
53100,0.350000
53120,0.500000
53140,0.550000
53160,0.600000
53180,0.400000
53200,0.250000
53220,0.650000
53240,0.150000
53260,0.550000
53280,0.500000
53300,0.300000
53320,0.500000
53340,0.400000
53360,0.500000
53380,0.350000
53400,0.600000
53420,0.600000
53440,0.600000
53460,0.450000
53480,0.400000
53500,0.600000
53520,0.650000
53540,0.450000
53560,0.500000
53580,0.350000
53600,0.550000
53620,0.550000
53640,0.500000
53660,0.600000
53680,0.400000
53700,0.600000
53720,0.600000
53740,0.500000
53760,0.350000
53780,0.600000
53800,0.300000
53820,0.250000
53840,0.600000
53860,0.500000
53880,0.700000
53900,0.500000
53920,0.600000
53940,0.450000
53960,0.400000
53980,0.500000
54000,0.450000
54020,0.550000
54040,0.550000
54060,0.550000
54080,0.500000
54100,0.500000
54120,0.350000
54140,0.250000
54160,0.600000
54180,0.700000
54200,0.700000
54220,0.650000
54240,0.550000
54260,0.750000
54280,0.500000
54300,0.400000
54320,0.700000
54340,0.500000
54360,0.500000
54380,0.550000
54400,0.500000
54420,0.350000
54440,0.600000
54460,0.250000
54480,0.350000
54500,0.600000
54520,0.450000
54540,0.450000
54560,0.550000
54580,0.350000
54600,0.600000
54620,0.250000
54640,0.550000
54660,0.550000
54680,0.600000
54700,0.550000
54720,0.550000
54740,0.650000
54760,0.400000
54780,0.600000
54800,0.500000
54820,0.600000
54840,0.400000
54860,0.400000
54880,0.500000
54900,0.550000
54920,0.500000
54940,0.450000
54960,0.450000
54980,0.550000
55000,0.650000
55020,0.600000
55040,0.650000
55060,0.350000
55080,0.450000
55100,0.600000
55120,0.150000
55140,0.700000
55160,0.450000
55180,0.550000
55200,0.600000
55220,0.400000
55240,0.200000
55260,0.650000
55280,0.450000
55300,0.800000
55320,0.250000
55340,0.400000
55360,0.500000
55380,0.500000
55400,0.350000
55420,0.450000
55440,0.550000
55460,0.450000
55480,0.600000
55500,0.350000
55520,0.450000
55540,0.500000
55560,0.750000
55580,0.500000
55600,0.550000
55620,0.450000
55640,0.500000
55660,0.600000
55680,0.650000
55700,0.450000
55720,0.550000
55740,0.400000
55760,0.300000
55780,0.600000
55800,0.400000
55820,0.350000
55840,0.650000
55860,0.450000
55880,0.450000
55900,0.450000
55920,0.550000
55940,0.450000
55960,0.600000
55980,0.550000
56000,0.500000
56020,0.700000
56040,0.550000
56060,0.600000
56080,0.600000
56100,0.400000
56120,0.650000
56140,0.500000
56160,0.550000
56180,0.450000
56200,0.600000
56220,0.400000
56240,0.450000
56260,0.650000
56280,0.200000
56300,0.450000
56320,0.300000
56340,0.400000
56360,0.250000
56380,0.650000
56400,0.600000
56420,0.500000
56440,0.550000
56460,0.750000
56480,0.550000
56500,0.400000
56520,0.450000
56540,0.650000
56560,0.550000
56580,0.500000
56600,0.650000
56620,0.400000
56640,0.700000
56660,0.400000
56680,0.650000
56700,0.650000
56720,0.450000
56740,0.450000
56760,0.600000
56780,0.650000
56800,0.450000
56820,0.450000
56840,0.600000
56860,0.450000
56880,0.350000
56900,0.550000
56920,0.400000
56940,0.550000
56960,0.350000
56980,0.450000
57000,0.550000
57020,0.550000
57040,0.500000
57060,0.500000
57080,0.450000
57100,0.450000
57120,0.550000
57140,0.550000
57160,0.550000
57180,0.500000
57200,0.650000
57220,0.550000
57240,0.400000
57260,0.400000
57280,0.600000
57300,0.300000
57320,0.550000
57340,0.400000
57360,0.300000
57380,0.500000
57400,0.600000
57420,0.450000
57440,0.650000
57460,0.400000
57480,0.500000
57500,0.550000
57520,0.600000
57540,0.700000
57560,0.600000
57580,0.300000
57600,0.600000
57620,0.450000
57640,0.400000
57660,0.450000
57680,0.500000
57700,0.400000
57720,0.450000
57740,0.500000
57760,0.350000
57780,0.250000
57800,0.550000
57820,0.550000
57840,0.600000
57860,0.550000
57880,0.550000
57900,0.450000
57920,0.450000
57940,0.600000
57960,0.400000
57980,0.500000
58000,0.450000
58020,0.550000
58040,0.400000
58060,0.550000
58080,0.450000
58100,0.500000
58120,0.450000
58140,0.500000
58160,0.450000
58180,0.500000
58200,0.450000
58220,0.500000
58240,0.500000
58260,0.550000
58280,0.550000
58300,0.450000
58320,0.350000
58340,0.500000
58360,0.500000
58380,0.500000
58400,0.350000
58420,0.600000
58440,0.400000
58460,0.350000
58480,0.350000
58500,0.400000
58520,0.750000
58540,0.700000
58560,0.500000
58580,0.500000
58600,0.300000
58620,0.500000
58640,0.450000
58660,0.600000
58680,0.600000
58700,0.450000
58720,0.650000
58740,0.550000
58760,0.400000
58780,0.150000
58800,0.450000
58820,0.500000
58840,0.400000
58860,0.600000
58880,0.600000
58900,0.650000
58920,0.450000
58940,0.350000
58960,0.650000
58980,0.600000
59000,0.550000
59020,0.450000
59040,0.350000
59060,0.450000
59080,0.300000
59100,0.500000
59120,0.550000
59140,0.550000
59160,0.500000
59180,0.550000
59200,0.500000
59220,0.300000
59240,0.650000
59260,0.500000
59280,0.450000
59300,0.400000
59320,0.550000
59340,0.500000
59360,0.400000
59380,0.300000
59400,0.200000
59420,0.450000
59440,0.550000
59460,0.500000
59480,0.450000
59500,0.350000
59520,0.450000
59540,0.650000
59560,0.600000
59580,0.300000
59600,0.550000
59620,0.500000
59640,0.550000
59660,0.550000
59680,0.200000
59700,0.550000
59720,0.400000
59740,0.250000
59760,0.550000
59780,0.500000
59800,0.600000
59820,0.450000
59840,0.450000
59860,0.450000
59880,0.550000
59900,0.350000
59920,0.500000
59940,0.450000
59960,0.550000
59980,0.550000
60000,0.400000
60020,0.350000
60040,0.750000
60060,0.550000
60080,0.550000
60100,0.500000
60120,0.500000
60140,0.450000
60160,0.450000
60180,0.750000
60200,0.700000
60220,0.600000
60240,0.400000
60260,0.550000
60280,0.500000
60300,0.550000
60320,0.350000
60340,0.550000
60360,0.500000
60380,0.650000
60400,0.550000
60420,0.500000
60440,0.650000
60460,0.700000
60480,0.800000
60500,0.700000
60520,0.450000
60540,0.600000
60560,0.350000
60580,0.650000
60600,0.550000
60620,0.500000
60640,0.450000
60660,0.550000
60680,0.550000
60700,0.600000
60720,0.500000
60740,0.450000
60760,0.550000
60780,0.600000
60800,0.450000
60820,0.500000
60840,0.500000
60860,0.700000
60880,0.550000
60900,0.550000
60920,0.650000
60940,0.550000
60960,0.200000
60980,0.450000
61000,0.400000
61020,0.400000
61040,0.600000
61060,0.650000
61080,0.500000
61100,0.550000
61120,0.650000
61140,0.550000
61160,0.350000
61180,0.450000
61200,0.500000
61220,0.600000
61240,0.600000
61260,0.300000
61280,0.700000
61300,0.400000
61320,0.450000
61340,0.350000
61360,0.450000
61380,0.500000
61400,0.500000
61420,0.400000
61440,0.550000
61460,0.200000
61480,0.450000
61500,0.400000
61520,0.450000
61540,0.550000
61560,0.600000
61580,0.650000
61600,0.700000
61620,0.400000
61640,0.500000
61660,0.300000
61680,0.750000
61700,0.400000
61720,0.500000
61740,0.500000
61760,0.550000
61780,0.450000
61800,0.600000
61820,0.500000
61840,0.450000
61860,0.300000
61880,0.450000
61900,0.600000
61920,0.550000
61940,0.600000
61960,0.550000
61980,0.500000
62000,0.500000
62020,0.650000
62040,0.450000
62060,0.600000
62080,0.450000
62100,0.400000
62120,0.450000
62140,0.500000
62160,0.550000
62180,0.350000
62200,0.450000
62220,0.550000
62240,0.800000
62260,0.450000
62280,0.600000
62300,0.500000
62320,0.350000
62340,0.500000
62360,0.300000
62380,0.700000
62400,0.400000
62420,0.600000
62440,0.300000
62460,0.500000
62480,0.300000
62500,0.600000
62520,0.450000
62540,0.550000
62560,0.400000
62580,0.550000
62600,0.450000
62620,0.500000
62640,0.400000
62660,0.550000
62680,0.650000
62700,0.300000
62720,0.450000
62740,0.550000
62760,0.450000
62780,0.450000
62800,0.600000
62820,0.500000
62840,0.650000
62860,0.500000
62880,0.450000
62900,0.500000
62920,0.350000
62940,0.600000
62960,0.450000
62980,0.500000
63000,0.450000
63020,0.300000
63040,0.850000
63060,0.500000
63080,0.550000
63100,0.400000
63120,0.650000
63140,0.450000
63160,0.650000
63180,0.600000
63200,0.500000
63220,0.450000
63240,0.350000
63260,0.450000
63280,0.350000
63300,0.450000
63320,0.500000
63340,0.450000
63360,0.500000
63380,0.300000
63400,0.400000
63420,0.500000
63440,0.650000
63460,0.300000
63480,0.400000
63500,0.450000
63520,0.550000
63540,0.600000
63560,0.650000
63580,0.450000
63600,0.450000
63620,0.450000
63640,0.650000
63660,0.550000
63680,0.500000
63700,0.400000
63720,0.400000
63740,0.700000
63760,0.650000
63780,0.450000
63800,0.700000
63820,0.550000
63840,0.500000
63860,0.350000
63880,0.550000
63900,0.500000
63920,0.700000
63940,0.550000
63960,0.500000
63980,0.500000
64000,0.550000
64020,0.450000
64040,0.500000
64060,0.350000
64080,0.600000
64100,0.550000
64120,0.450000
64140,0.450000
64160,0.500000
64180,0.550000
64200,0.400000
64220,0.400000
64240,0.500000
64260,0.550000
64280,0.450000
64300,0.550000
64320,0.750000
64340,0.350000
64360,0.300000
64380,0.500000
64400,0.650000
64420,0.350000
64440,0.550000
64460,0.600000
64480,0.550000
64500,0.450000
64520,0.650000
64540,0.550000
64560,0.450000
64580,0.350000
64600,0.450000
64620,0.750000
64640,0.500000
64660,0.600000
64680,0.500000
64700,0.500000
64720,0.600000
64740,0.650000
64760,0.700000
64780,0.600000
64800,0.500000
64820,0.600000
64840,0.500000
64860,0.700000
64880,0.750000
64900,0.600000
64920,0.750000
64940,0.400000
64960,0.600000
64980,0.400000
65000,0.500000
65020,0.500000
65040,0.300000
65060,0.250000
65080,0.400000
65100,0.550000
65120,0.450000
65140,0.450000
65160,0.600000
65180,0.500000
65200,0.700000
65220,0.550000
65240,0.500000
65260,0.700000
65280,0.600000
65300,0.550000
65320,0.550000
65340,0.600000
65360,0.550000
65380,0.350000
65400,0.550000
65420,0.450000
65440,0.750000
65460,0.350000
65480,0.500000
65500,0.450000
65520,0.450000
65540,0.500000
65560,0.450000
65580,0.350000
65600,0.500000
65620,0.450000
65640,0.750000
65660,0.600000
65680,0.650000
65700,0.600000
65720,0.400000
65740,0.550000
65760,0.450000
65780,0.600000
65800,0.450000
65820,0.550000
65840,0.500000
65860,0.650000
65880,0.600000
65900,0.450000
65920,0.500000
65940,0.600000
65960,0.550000
65980,0.500000
66000,0.650000
66020,0.400000
66040,0.350000
66060,0.600000
66080,0.600000
66100,0.650000
66120,0.600000
66140,0.550000
66160,0.500000
66180,0.500000
66200,0.700000
66220,0.550000
66240,0.700000
66260,0.700000
66280,0.650000
66300,0.400000
66320,0.500000
66340,0.600000
66360,0.400000
66380,0.600000
66400,0.450000
66420,0.500000
66440,0.600000
66460,0.500000
66480,0.550000
66500,0.500000
66520,0.150000
66540,0.650000
66560,0.650000
66580,0.500000
66600,0.250000
66620,0.350000
66640,0.600000
66660,0.500000
66680,0.600000
66700,0.600000
66720,0.450000
66740,0.450000
66760,0.500000
66780,0.450000
66800,0.750000
66820,0.500000
66840,0.500000
66860,0.450000
66880,0.200000
66900,0.600000
66920,0.550000
66940,0.350000
66960,0.450000
66980,0.550000
67000,0.450000
67020,0.500000
67040,0.500000
67060,0.600000
67080,0.300000
67100,0.500000
67120,0.450000
67140,0.400000
67160,0.550000
67180,0.400000
67200,0.350000
67220,0.600000
67240,0.450000
67260,0.650000
67280,0.500000
67300,0.450000
67320,0.400000
67340,0.550000
67360,0.550000
67380,0.450000
67400,0.800000
67420,0.550000
67440,0.650000
67460,0.700000
67480,0.350000
67500,0.400000
67520,0.600000
67540,0.450000
67560,0.350000
67580,0.600000
67600,0.550000
67620,0.450000
67640,0.550000
67660,0.400000
67680,0.400000
67700,0.600000
67720,0.550000
67740,0.600000
67760,0.650000
67780,0.550000
67800,0.650000
67820,0.550000
67840,0.600000
67860,0.600000
67880,0.500000
67900,0.450000
67920,0.550000
67940,0.500000
67960,0.350000
67980,0.400000
68000,0.300000
68020,0.500000
68040,0.400000
68060,0.450000
68080,0.600000
68100,0.350000
68120,0.550000
68140,0.450000
68160,0.650000
68180,0.450000
68200,0.550000
68220,0.400000
68240,0.600000
68260,0.500000
68280,0.600000
68300,0.450000
68320,0.350000
68340,0.450000
68360,0.500000
68380,0.500000
68400,0.550000
68420,0.450000
68440,0.600000
68460,0.450000
68480,0.550000
68500,0.700000
68520,0.750000
68540,0.400000
68560,0.500000
68580,0.400000
68600,0.400000
68620,0.500000
68640,0.350000
68660,0.400000
68680,0.650000
68700,0.600000
68720,0.550000
68740,0.750000
68760,0.800000
68780,0.600000
68800,0.450000
68820,0.650000
68840,0.350000
68860,0.750000
68880,0.500000
68900,0.400000
68920,0.500000
68940,0.450000
68960,0.400000
68980,0.700000
69000,0.400000
69020,0.650000
69040,0.450000
69060,0.600000
69080,0.600000
69100,0.400000
69120,0.250000
69140,0.350000
69160,0.650000
69180,0.600000
69200,0.350000
69220,0.150000
69240,0.400000
69260,0.450000
69280,0.350000
69300,0.550000
69320,0.650000
69340,0.400000
69360,0.500000
69380,0.350000
69400,0.350000
69420,0.400000
69440,0.500000
69460,0.600000
69480,0.700000
69500,0.500000
69520,0.400000
69540,0.650000
69560,0.350000
69580,0.500000
69600,0.350000
69620,0.650000
69640,0.300000
69660,0.650000
69680,0.550000
69700,0.550000
69720,0.650000
69740,0.500000
69760,0.550000
69780,0.600000
69800,0.550000
69820,0.550000
69840,0.500000
69860,0.500000
69880,0.300000
69900,0.500000
69920,0.550000
69940,0.550000
69960,0.550000
69980,0.550000
70000,0.700000
70020,0.400000
