episode,loss
363,2.846620
364,1.892554
365,2.649743
366,2.273545
367,2.822818
368,2.822556
369,1.500724
370,2.792152
371,2.049395
372,3.332077
373,1.668847
374,2.209141
375,2.202752
376,2.196954
377,2.190863
378,2.556254
379,2.723721
380,2.180192
381,3.257688
382,2.348274
383,2.341812
384,2.328126
385,3.043278
386,2.849642
387,2.308898
388,1.239860
389,2.472834
390,2.113751
391,1.756586
392,1.758729
393,2.277972
394,1.749064
395,2.953419
396,1.386008
397,2.080175
398,2.246748
399,1.896852
400,1.891672
401,2.733901
402,1.874403
403,1.869267
404,1.701368
405,1.020737
406,3.033450
407,2.352886
408,3.526287
409,2.680891
410,2.673536
411,1.994553
412,1.995668
413,1.818272
414,2.637542
415,1.808261
416,2.301629
417,1.798290
418,3.593180
419,1.632307
420,1.621338
421,2.101902
422,2.102584
423,2.090341
424,2.084568
425,1.439170
426,1.435180
427,1.749333
428,2.391491
429,1.265221
430,1.734880
431,1.572820
432,2.195861
433,1.257583
434,1.722041
435,1.250607
436,1.551208
437,1.713976
438,1.703090
439,1.692250
440,1.386902
441,2.447848
442,3.051410
443,1.984041
444,1.523372
445,1.210451
446,1.659851
447,2.263218
448,2.256962
449,1.652144
450,1.492333
451,1.940656
452,1.780961
453,1.485974
454,2.072238
455,1.183396
456,2.642074
457,1.902887
458,1.313775
459,2.334969
460,1.161347
461,2.026746
462,2.309932
463,1.600973
464,1.866448
465,1.872753
466,1.724833
467,2.278188
468,1.135951
469,1.699248
470,1.412110
471,1.689897
472,1.685190
473,1.260427
474,1.396617
475,1.398326
476,1.250032
477,1.246558
478,1.519376
479,1.388471
480,1.648367
481,1.654788
482,1.508149
483,1.770991
484,1.494395
485,0.829127
486,1.086244
487,1.627509
488,1.881085
489,2.545839
490,2.004307
491,1.609695
492,2.402581
493,1.197969
494,1.591144
495,1.987350
496,1.051418
497,1.310604
498,1.322688
499,1.303404
500,1.570135
501,0.782932
502,1.695940
503,1.804702
504,1.162104
505,1.676832
506,2.183384
507,1.917471
508,1.400796
509,1.650922
510,1.899662
511,1.262949
512,2.015177
513,2.014625
514,1.633292
515,1.503913
516,1.245647
517,1.743854
518,1.491489
519,1.235343
520,0.985558
521,1.597139
522,1.470204
523,1.588347
524,1.466955
525,1.827457
526,1.469155
527,1.455415
528,1.214348
529,0.849126
530,1.568494
531,1.919240
532,0.961772
533,1.312221
534,1.908208
535,1.425336
536,1.302966
537,1.417528
538,1.649229
539,1.057333
540,1.405826
541,1.172744
542,1.519285
543,1.515101
544,1.858535
545,1.386591
546,1.391999
547,1.723714
548,1.604350
549,0.918836
550,1.709492
551,1.477495
552,1.137958
553,1.582377
554,1.807995
555,1.578180
556,0.896779
557,1.234150
558,1.235215
559,1.231804
560,0.891401
561,1.437333
562,1.442208
563,0.989627
564,1.539549
565,1.207258
566,1.422037
567,1.526864
568,1.314425
569,1.193995
570,1.294257
571,1.079892
572,1.505977
573,1.613078
574,0.960072
575,1.599939
576,1.379142
577,1.489576
578,1.688062
579,1.788607
580,1.053421
581,1.778800
582,0.943319
583,1.664968
584,1.349050
585,1.345356
586,1.448968
587,1.346186
588,1.436888
589,1.437042
590,0.718579
591,1.221487
592,0.917638
593,1.720929
594,0.508792
595,0.910091
596,1.409535
597,1.009206
598,1.214106
599,1.597115
600,1.489457
601,1.588735
602,1.390159
603,1.688032
604,1.290854
605,0.695084
606,1.294855
607,0.992958
608,0.996952
609,1.390156
610,1.497406
611,1.985939
612,1.191554
613,1.191557
614,1.092282
615,1.191536
616,1.596677
617,1.199498
618,1.290849
619,1.489420
620,1.294835
621,1.290844
622,1.195545
623,1.092257
624,1.390496
625,1.493773
626,0.798533
627,1.096508
628,1.291184
629,0.500577
630,1.394453
631,1.589142
632,1.994335
633,1.593111
634,1.489829
635,1.493776
636,0.893870
637,1.191856
638,1.597067
639,0.997189
640,1.589117
641,0.893907
642,1.096501
643,0.897846
644,1.096527
645,1.191868
646,0.897871
647,1.787762
648,1.092560
649,1.092536
650,0.699228
651,1.692402
652,0.794553
653,1.787791
654,1.199822
655,1.191860
656,1.390506
657,1.688439
658,0.993204
659,1.489826
660,1.394627
661,1.692462
662,1.787788
663,1.791751
664,1.191842
665,1.096397
666,1.291208
667,1.489817
668,1.382478
669,1.086241
670,1.385382
671,1.582939
672,0.690810
673,1.381632
674,1.579001
675,0.892142
676,1.085313
677,1.775939
678,0.793269
679,0.789313
680,1.874613
681,1.085302
682,1.282636
683,1.380757
684,0.887625
685,1.084882
686,1.286071
687,0.690379
688,1.187179
689,0.986035
690,1.281842
691,1.183242
692,1.380346
693,1.187145
694,1.281781
695,1.478946
696,1.478938
697,1.380238
698,1.971919
699,1.384285
700,1.478938
701,1.482930
702,1.281744
703,0.690175
704,0.985966
705,1.281752
706,1.774721
707,1.486829
708,1.380347
709,1.285689
710,1.187106
711,1.581476
712,1.084555
713,1.380353
714,1.380360
715,1.585439
716,1.281747
717,1.281754
718,1.478944
719,1.281748
720,0.989912
721,1.281750
722,1.380342
723,1.585427
724,1.183162
725,1.088497
726,1.285701
727,1.384288
728,1.774733
729,1.183151
730,0.985959
731,0.595518
732,1.478941
733,1.478955
734,1.088517
735,1.774758
736,0.887385
737,1.577546
738,1.281766
739,2.070604
740,1.183160
741,1.676198
742,1.684031
743,1.281768
744,0.690168
745,1.084591
746,1.971937
747,0.690187
748,1.383339
749,1.580189
750,1.282349
751,1.572064
752,0.886375
753,1.382413
754,1.277560
755,1.185746
756,1.288167
757,0.891124
758,1.182905
759,0.984377
760,1.280990
761,1.280232
762,1.384335
763,1.478958
764,1.084578
765,0.985987
766,1.183165
767,1.281767
768,0.690199
769,0.595534
770,1.280374
771,0.989143
772,1.084069
773,0.689973
774,0.890564
775,1.575889
776,0.886797
777,1.477653
778,0.985071
779,0.888306
780,1.581359
781,0.990232
782,1.185915
783,0.494372
784,1.176350
785,0.786460
786,0.595721
787,1.671593
788,1.083988
789,0.884991
790,0.594277
791,0.889962
792,1.475668
793,1.186653
794,0.884030
795,1.278281
796,1.185727
797,1.182568
798,1.083407
799,1.284989
800,1.379925
801,1.186785
802,1.486850
803,1.380367
804,0.788786
805,0.591593
806,1.084565
807,1.084573
808,1.281761
809,1.084567
810,1.183155
811,0.887371
812,1.774733
813,0.985962
814,0.394390
815,0.792711
816,1.380328
817,1.577474
818,0.989863
819,1.084512
820,1.380282
821,1.380287
822,1.478779
823,1.084511
824,0.887330
825,1.084491
826,1.281663
827,0.985897
828,0.891248
829,0.690129
830,0.492950
831,1.380402
832,0.492950
833,0.887306
834,1.281662
835,1.285608
836,1.183077
837,1.281666
838,1.577433
839,1.478863
840,0.788715
841,0.891265
842,1.183074
843,1.281668
844,0.891248
845,0.887306
846,0.887325
847,1.183074
848,1.478839
849,0.891248
850,1.577374
851,0.788717
852,1.380254
853,1.084487
854,0.887308
855,1.281668
856,0.788719
857,1.084486
858,0.985893
859,1.380253
860,0.591540
861,0.591541
862,1.084483
863,0.985898
864,0.887181
865,0.985904
866,1.187017
867,1.478841
868,1.084491
869,1.581376
870,0.690127
871,1.281663
872,1.971782
873,0.690128
874,1.187022
875,0.985894
876,1.281665
877,1.577427
878,0.887116
879,1.084484
880,1.084485
881,1.084487
882,1.380251
883,1.478908
884,0.985892
885,1.084488
886,1.577430
887,1.380255
888,0.989837
889,0.887073
890,0.985893
891,0.690126
892,1.679961
893,1.281663
894,1.281663
895,0.985889
896,1.478838
897,1.380252
898,1.281663
899,0.985896
900,1.084486
901,1.088432
902,0.690131
903,1.281653
904,1.581362
905,1.679981
906,0.694068
907,0.985896
908,1.281655
909,1.478836
910,0.989832
911,0.985897
912,1.281658
913,1.084484
914,0.788712
915,1.774603
916,1.478837
917,1.478839
918,1.486725
919,1.380143
920,0.985890
921,0.891242
922,1.380248
923,0.985892
924,1.384196
925,0.891247
926,1.380246
927,0.887303
928,0.788711
929,1.084479
930,1.478836
931,1.281658
932,1.183070
933,0.788712
934,0.989836
935,1.084482
936,1.285602
937,0.492950
938,1.281666
939,0.985892
940,1.577422
941,0.985888
942,1.380250
943,1.183068
944,1.778460
945,0.788716
946,0.891246
947,1.581371
948,1.084483
949,0.891246
950,1.281655
951,0.985880
952,0.887288
953,1.384171
954,1.478813
955,0.887285
956,0.492941
957,0.792647
958,1.084477
959,1.084462
960,0.690118
961,1.088406
962,1.084470
963,0.985877
964,1.873165
965,0.591526
966,1.478812
967,0.989819
968,1.778520
969,1.183051
970,0.985878
971,1.190938
972,1.186998
973,1.183052
974,0.788701
975,0.985874
976,1.774588
977,1.380228
978,1.380225
979,0.788700
980,1.380221
981,1.084463
982,1.285576
983,0.985872
984,0.887253
985,0.591525
986,0.891229
987,1.285576
988,1.380222
989,0.985870
990,1.774569
991,1.577396
992,1.084464
993,0.591521
994,0.887287
995,1.084458
996,1.388107
997,0.985876
998,1.281633
999,1.183045
1000,1.183123
1001,1.183104
1002,1.478810
1003,1.281625
1004,1.675984
1005,1.675989
1006,1.478807
1007,1.183045
1008,0.796587
1009,1.281634
1010,1.577395
1011,1.478810
1012,1.285576
1013,1.183049
1014,0.792638
1015,1.183047
1016,0.989818
1017,0.788697
1018,1.774582
1019,1.183049
1020,0.891230
1021,1.971745
1022,0.985870
1023,0.788696
1024,0.989812
1025,1.285575
1026,0.690109
1027,0.792643
1028,0.985871
1029,0.993755
1030,1.478822
1031,1.183045
1032,1.183042
1033,0.989810
1034,1.478805
1035,1.873159
1036,0.985872
1037,0.985869
1038,1.186984
1039,0.591523
1040,0.887284
1041,0.694053
1042,1.084457
1043,1.281627
1044,0.985872
1045,1.478807
1046,1.183045
1047,1.281631
1048,0.985651
1049,1.679902
1050,1.675923
1051,0.595468
1052,1.281583
1053,1.384108
1054,1.281657
1055,0.788695
1056,1.380248
1057,1.084466
1058,1.281660
1059,0.694055
1060,1.778533
1061,1.380245
1062,0.985874
1063,1.285583
1064,1.183049
1065,1.186994
1066,1.183057
1067,1.778551
1068,1.380497
1069,0.986107
1070,0.993793
1071,1.486729
1072,1.084464
1073,0.788697
1074,1.581229
1075,1.384230
1076,1.281639
1077,0.985798
1078,1.088404
1079,1.186998
1080,1.183061
1081,1.084570
1082,1.388118
1083,1.478811
1084,0.985886
1085,1.281585
1086,1.084681
1087,1.676156
1088,0.985814
1089,1.478719
1090,1.092469
1091,1.281633
1092,1.478817
1093,1.084455
1094,1.186993
1095,1.877109
1096,1.285577
1097,1.281632
1098,1.478644
1099,0.796588
1100,0.989821
1101,1.478795
1102,0.690116
1103,0.891233
1104,1.380360
1105,1.380080
1106,1.380448
1107,1.285581
1108,1.182705
1109,1.088569
1110,1.088140
1111,0.689700
1112,1.186013
1113,1.281600
1114,1.285031
1115,0.895166
1116,1.384173
1117,1.183022
1118,0.888858
1119,1.380199
1120,1.482617
1121,1.286312
1122,0.985136
1123,1.183790
1124,1.478850
1125,1.873115
1126,0.793335
1127,1.478817
1128,1.085010
1129,1.873191
1130,1.084472
1131,1.581775
1132,1.478812
1133,1.084405
1134,0.989394
1135,1.285521
1136,0.788703
1137,1.281577
1138,1.182919
1139,1.281640
1140,1.479376
1141,1.088409
1142,0.985878
1143,1.384021
1144,0.993568
1145,0.887125
1146,1.675973
1147,1.281741
1148,1.183195
1149,1.084398
1150,2.464776
1151,1.281639
1152,1.778524
1153,1.773415
1154,1.082572
1155,0.983045
1156,1.384828
1157,1.674568
1158,1.083483
1159,1.673452
1160,1.083790
1161,1.478853
1162,1.084564
1163,1.088403
1164,0.690079
1165,1.676018
1166,1.482750
1167,1.182977
1168,1.877091
1169,1.079608
1170,0.984691
1171,1.483997
1172,0.886153
1173,1.377191
1174,0.895687
1175,0.795750
1176,1.182853
1177,1.083321
1178,1.180861
1179,1.083275
1180,0.986042
1181,1.379845
1182,1.084470
1183,0.591546
1184,1.285067
1185,1.183077
1186,0.887332
1187,0.985507
1188,1.084896
1189,1.289112
1190,0.887744
1191,1.182156
1192,1.083048
1193,1.775104
1194,0.887314
1195,0.887295
1196,1.084486
1197,1.285626
1198,1.183362
1199,1.182418
1200,0.887967
1201,1.182408
1202,1.183739
1203,1.088413
1204,0.690120
1205,1.083145
1206,1.183072
1207,1.478161
1208,1.089134
1209,1.284892
1210,1.284885
1211,1.185543
1212,1.183050
1213,0.594704
1214,1.378662
1215,1.281649
1216,0.788704
1217,1.191842
1218,0.985891
1219,1.083571
1220,1.187960
1221,0.886391
1222,0.695003
1223,1.088406
1224,1.183097
1225,1.091419
1226,0.985894
1227,1.289563
1228,1.281667
1229,1.576488
1230,0.787788
1231,1.576503
1232,1.286566
1233,1.081686
1234,1.280698
1235,1.084472
1236,0.887303
1237,1.088453
1238,0.985881
1239,1.384181
1240,1.187024
1241,1.184067
1242,1.577453
1243,0.985900
1244,1.576412
1245,1.576427
1246,1.281664
1247,0.791658
1248,0.888353
1249,1.089417
1250,1.083496
1251,1.184050
1252,1.279651
1253,1.183049
1254,0.988812
1255,0.985869
1256,0.888382
1257,1.180968
1258,1.185933
1259,0.889107
1260,0.786481
1261,1.576297
1262,0.985890
1263,0.890052
1264,0.985924
1265,1.084536
1266,0.887355
1267,1.181791
1268,0.987169
1269,1.289561
1270,1.482781
1271,1.084464
1272,0.887346
1273,1.673425
1274,1.088448
1275,1.181768
1276,1.478841
1277,1.084471
1278,1.578779
1279,0.989826
1280,1.280359
1281,1.184415
1282,1.187014
1283,1.082008
1284,0.690163
1285,0.787428
1286,1.482815
1287,0.688851
1288,0.887335
1289,1.282951
1290,0.993779
1291,0.892509
1292,1.285620
1293,0.788735
1294,1.281738
1295,1.484027
1296,1.384190
1297,0.690176
1298,1.285613
1299,1.089562
1300,1.379121
1301,1.087353
1302,0.990923
1303,1.281660
1304,1.183088
1305,1.478836
1306,0.888318
1307,1.182078
1308,1.380229
1309,1.092437
1310,1.482779
1311,1.778540
1312,0.792647
1313,1.379146
1314,1.477930
1315,1.477985
1316,0.786974
1317,1.773727
1318,1.486738
1319,0.984988
1320,1.279824
1321,1.479817
1322,1.578377
1323,1.381189
1324,1.481879
1325,1.481592
1326,1.282683
1327,1.088418
1328,1.183055
1329,0.988909
1330,0.985916
1331,0.985887
1332,1.085413
1333,1.384206
1334,1.187033
1335,0.690998
1336,1.182283
1337,1.773721
1338,1.782546
1339,0.985892
1340,1.486725
1341,1.280794
1342,1.280819
1343,0.496048
1344,1.379414
1345,1.380269
1346,0.990714
1347,1.281635
1348,1.577620
1349,0.789603
1350,1.380325
1351,1.378623
1352,1.486776
1353,1.384157
1354,1.183206
1355,1.183012
1356,1.083682
1357,0.890468
1358,1.183898
1359,1.092426
1360,1.280997
1361,1.084524
1362,1.182235
1363,1.478963
1364,1.388183
1365,1.576643
1366,1.280878
1367,1.182208
1368,1.182297
1369,1.380963
1370,0.890397
1371,0.890414
1372,0.985045
1373,0.694092
1374,1.381221
1375,0.989862
1376,0.985930
1377,1.084546
1378,0.989863
1379,1.778635
1380,1.577496
1381,0.985942
1382,1.084519
1383,1.578366
1384,0.887343
1385,1.183142
1386,1.478037
1387,1.380304
1388,0.398342
1389,1.190165
1390,1.478088
1391,1.380295
1392,0.989894
1393,1.181435
1394,1.774474
1395,1.281792
1396,1.082838
1397,1.088445
1398,1.380324
1399,0.694095
1400,1.088479
1401,1.979721
1402,1.381158
1403,1.478015
1404,1.183113
1405,1.088458
1406,1.586276
1407,1.186196
1408,1.295784
1409,1.183123
1410,1.383373
1411,1.576611
1412,1.088469
1413,0.694114
1414,0.887484
1415,1.182078
1416,1.382438
1417,0.601593
1418,1.380316
1419,1.578362
1420,0.985925
1421,1.084409
1422,1.674973
1423,1.083541
1424,1.186117
1425,1.084571
1426,1.190242
1427,1.281992
1428,0.591639
1429,0.984970
1430,1.182123
1431,1.084402
1432,0.891233
1433,1.285790
1434,0.886498
1435,1.088688
1436,1.477904
1437,1.580997
1438,1.285865
1439,1.182795
1440,1.084893
1441,1.674691
1442,1.280706
1443,1.378475
1444,0.594462
1445,0.792724
1446,1.088462
1447,0.990324
1448,1.576463
1449,1.285729
1450,0.792726
1451,1.286362
1452,1.482319
1453,1.480997
1454,1.084630
1455,1.581490
1456,0.886805
1457,1.183140
1458,1.088526
1459,1.083548
1460,1.082843
1461,0.596298
1462,0.989850
1463,1.385016
1464,1.182916
1465,1.084704
1466,0.493106
1467,1.385122
1468,0.986173
1469,0.986145
1470,1.381139
1471,1.384475
1472,0.788909
1473,0.788443
1474,1.481743
1475,1.379712
1476,0.986602
1477,1.483103
1478,1.381046
1479,1.085215
1480,1.182862
1481,0.789355
1482,0.986757
1483,0.599677
1484,0.887677
1485,0.690430
1486,1.479471
1487,1.577700
1488,0.986296
1489,1.191054
1490,0.891601
1491,1.183576
1492,1.479449
1493,1.479718
1494,1.286051
1495,1.183270
1496,1.084933
1497,1.088852
1498,1.183558
1499,1.084927
1500,1.188980
1501,0.691297
1502,1.492485
1503,1.190416
1504,1.686214
1505,1.094980
1506,1.095175
1507,0.991808
1508,0.702556
1509,0.793607
1510,1.289603
1511,1.488180
1512,1.488001
1513,1.091194
1514,1.388739
1515,1.587057
1516,1.091201
1517,1.388786
1518,1.388669
1519,1.091190
1520,1.591169
1521,0.694422
1522,1.491936
1523,1.190394
1524,1.194246
1525,1.091081
1526,0.793597
1527,1.587196
1528,1.392762
1529,1.194317
1530,1.491697
1531,1.694194
1532,0.797725
1533,1.190251
1534,1.293716
1535,0.896761
1536,1.392916
1537,0.801245
1538,0.797568
1539,1.388674
1540,0.996089
1541,1.091197
1542,0.991884
1543,1.587083
1544,1.194849
1545,0.992584
1546,1.687731
1547,1.095809
1548,1.393761
1549,0.992546
1550,1.091811
1551,1.191066
1552,1.588318
1553,1.198880
1554,1.095704
1555,1.488553
1556,1.194914
1557,1.397725
1558,1.091987
1559,0.893447
1560,1.588453
1561,0.789368
1562,0.990280
1563,1.286311
1564,1.577760
1565,1.682559
1566,1.479083
1567,1.187192
1568,1.676054
1569,0.792669
1570,1.088440
1571,1.280460
1572,0.694025
1573,1.379641
1574,1.478210
1575,0.698063
1576,1.383529
1577,1.280974
1578,1.289563
1579,1.482756
1580,1.384062
1581,1.190836
1582,1.478082
1583,1.289566
1584,1.282498
1585,0.788729
1586,1.382597
1587,1.185407
1588,1.577470
1589,1.380118
1590,1.183088
1591,1.384213
1592,1.082732
1593,1.186854
1594,0.887341
1595,1.477030
1596,1.194874
1597,1.187034
1598,1.085504
1599,1.284665
1600,1.385194
1601,1.281651
1602,1.484750
1603,0.892211
1604,1.482716
1605,1.973723
1606,1.083459
1607,1.084471
1608,1.084460
1609,1.281610
1610,0.887342
1611,1.185943
1612,0.303530
1613,1.285599
1614,0.989837
1615,1.281601
1616,1.282464
1617,0.985884
1618,1.084237
1619,1.779526
1620,1.380219
1621,1.084473
1622,1.084453
1623,1.388085
1624,1.085436
1625,1.386992
1626,1.084474
1627,1.281615
1628,0.887289
1629,1.194575
1630,1.477951
1631,1.084499
1632,1.284704
1633,0.792694
1634,1.280856
1635,1.182664
1636,0.891225
1637,1.384197
1638,1.580493
1639,1.388113
1640,1.680788
1641,0.993732
1642,0.694060
1643,0.892033
1644,1.486743
1645,1.190922
1646,1.577385
1647,1.778495
1648,1.877044
1649,0.693932
1650,1.384176
1651,0.989104
1652,1.285587
1653,1.581313
1654,0.788710
1655,1.194873
1656,1.380206
1657,1.577384
1658,1.486429
1659,1.975665
1660,1.092347
1661,1.384164
1662,0.599420
1663,1.379598
1664,1.576850
1665,1.380197
1666,1.486668
1667,1.974771
1668,1.186625
1669,0.895043
1670,1.084428
1671,1.380165
1672,1.293440
1673,1.182463
1674,1.778411
1675,1.384558
1676,1.774699
1677,0.595626
1678,1.280999
1679,1.182966
1680,1.281806
1681,1.084597
1682,0.887296
1683,1.281657
1684,0.985897
1685,1.379685
1686,1.183065
1687,1.387564
1688,1.478814
1689,1.190939
1690,1.183058
1691,1.096308
1692,1.187003
1693,0.887299
1694,1.486700
1695,1.281655
1696,1.577425
1697,1.285583
1698,0.887289
1699,0.997714
1700,1.379742
1701,1.486703
1702,0.989828
1703,0.985381
1704,1.577396
1705,1.873163
1706,1.379766
1707,1.380234
1708,0.989835
1709,1.478810
1710,1.384159
1711,1.478799
1712,0.690137
1713,1.482749
1714,1.084405
1715,1.482749
1716,1.478772
1717,0.985863
1718,1.285566
1719,1.088360
1720,1.084449
1721,0.887270
1722,1.577353
1723,0.891228
1724,0.595462
1725,1.084443
1726,1.380210
1727,1.281619
1728,1.084441
1729,1.088375
1730,0.989788
1731,1.084455
1732,1.088386
1733,0.788650
1734,0.985888
1735,1.585234
1736,0.690116
1737,1.084441
1738,1.084424
1739,1.675913
1740,0.792462
1741,1.577386
1742,1.088348
1743,0.985846
1744,1.482699
1745,0.985858
1746,1.581323
1747,1.084441
1748,0.887269
1749,0.985852
1750,0.989807
1751,0.591509
1752,1.088342
1753,1.577341
1754,1.577393
1755,0.985848
1756,1.384148
1757,0.989653
1758,1.183044
1759,1.380198
1760,1.774538
1761,0.788530
1762,1.482727
1763,0.788695
1764,1.581290
1765,1.873096
1766,1.182834
1767,1.187016
1768,0.891241
1769,0.492941
1770,1.084460
1771,1.285597
1772,1.084462
1773,1.577406
1774,0.792645
1775,0.985886
1776,0.887296
1777,1.380228
1778,0.890954
1779,0.595471
1780,1.084475
1781,1.380225
1782,1.084461
1783,0.788696
1784,0.887285
1785,1.581342
1786,0.997707
1787,1.971752
1788,0.496881
1789,1.186999
1790,1.380235
1791,1.281646
1792,1.873165
1793,1.285578
1794,0.985882
1795,1.285585
1796,1.084461
1797,1.388114
1798,1.281637
1799,1.183057
1800,1.183056
1801,1.478811
1802,1.293469
1803,0.985878
1804,0.394348
1805,1.683878
1806,0.985874
1807,0.985678
1808,1.679931
1809,1.482750
1810,1.084469
1811,1.581347
1812,1.675781
1813,0.796588
1814,0.800528
1815,0.985872
1816,0.690115
1817,1.971751
1818,0.985874
1819,1.971747
1820,1.585041
1821,0.887288
1822,1.190933
1823,1.281633
1824,0.985877
1825,0.989818
1826,0.993483
1827,2.172582
1828,1.478810
1829,1.088405
1830,1.478809
1831,1.183048
1832,1.486711
1833,0.690137
1834,0.887300
1835,1.092038
1836,1.084480
1837,1.478976
1838,1.281636
1839,0.891238
1840,2.168564
1841,0.989815
1842,1.285578
1843,0.788699
1844,1.679941
1845,1.084465
1846,0.887289
1847,1.380228
1848,1.183052
1849,1.478823
1850,0.788708
1851,0.887291
1852,1.088415
1853,1.478819
1854,1.084047
1855,1.194878
1856,1.873160
1857,0.985876
1858,1.186989
1859,1.186990
1860,0.887297
1861,1.084050
1862,1.482752
1863,1.281632
1864,1.187003
1865,1.182635
1866,1.183056
1867,1.084469
1868,1.285582
1869,0.788713
1870,1.084472
1871,1.084470
1872,1.281631
1873,0.891232
