4.160366,0.876328
4.160630,0.642471
4.160721,0.662773
4.160065,0.789012
4.160493,0.532311
4.160437,0.050218
4.159886,0.887699
4.159569,0.360812
4.160067,0.411239
4.158984,0.735574
4.158558,0.470005
4.159548,0.803672
4.159239,0.932757
4.157348,0.714379
4.159006,0.894079
4.158958,0.546404
4.155891,0.519910
4.156659,0.775841
4.157355,0.689688
4.154103,0.459307
4.156649,0.697449
4.157009,0.681701
4.157463,0.549077
4.155302,0.374471
4.155597,0.512323
4.153843,0.524603
4.154030,0.462286
4.153055,0.499933
4.155140,0.734558
4.154446,0.531394
4.155692,0.520843
4.150710,0.443851
4.153773,0.287719
4.152900,0.471789
4.152109,0.269105
4.149806,0.517156
4.153338,0.305700
4.150468,0.490679
4.147232,0.286236
4.150682,0.325574
4.146683,0.472647
4.151337,0.518083
4.146013,0.534261
4.151552,0.440951
4.147414,0.507662
4.149337,0.493249
4.147642,0.328408
4.152852,0.043692
4.150434,0.669480
4.149144,0.237357
4.150145,0.291966
4.147500,0.365535
4.148117,0.371439
4.144372,0.389328
4.147564,0.417228
4.143782,0.173026
4.144439,0.470581
4.147753,0.321883
4.142156,0.344948
4.142467,0.234451
4.150177,0.585309
4.140417,0.088087
4.145487,0.292636
4.135395,0.370765
4.142312,0.181795
4.141841,0.302807
4.140119,0.261696
4.133568,0.269249
4.137441,0.333360
4.130663,0.287356
4.141014,0.660723
4.139526,0.426273
4.145939,0.466818
4.120306,0.409836
4.138254,0.259607
4.135516,0.385239
4.133639,0.295250
4.121632,0.242333
4.141445,0.352283
4.123649,0.386675
4.113514,0.139539
4.131610,0.285896
4.118793,0.308777
4.121651,0.285378
4.116187,0.396468
4.129665,0.251624
4.129488,0.297788
4.122870,0.145620
4.121885,0.218018
4.140242,0.136361
4.133298,0.661617
4.124521,0.223265
4.129522,0.265949
4.118546,0.311654
4.122086,0.370557
4.109760,0.243648
4.119367,0.318550
4.103485,0.102416
4.112427,0.387562
4.127360,0.311051
4.099976,0.251907
4.111503,0.187623
4.144133,0.515804
4.105527,0.068402
4.111238,0.248863
4.108627,0.265711
4.111565,0.094674
4.118682,0.278987
4.105476,0.112943
4.095270,0.178780
4.104109,0.183128
4.091549,0.075505
