4.162032|0.823543
4.162545|0.440349
4.162197|0.446443
4.161932|0.748727
4.161873|0.684773
4.161920|0.564176
4.161727|0.270317
4.162449|0.122286
4.161504|0.237773
4.161316|0.082587
4.162302|0.338566
4.161886|0.369299
4.161454|0.693490
4.161593|0.371958
4.160108|0.523066
4.161791|0.482315
4.160112|0.301160
4.161095|0.681634
4.160548|0.563439
4.159434|0.406999
4.158543|0.155773
4.160969|0.091786
4.157610|0.143290
4.157314|0.061969
4.160661|0.228330
4.160168|0.350329
4.160096|0.507736
4.160204|0.324755
4.154072|0.471955
4.160230|0.434853
4.155073|0.259980
4.160086|0.460731
4.159838|0.405023
4.153485|0.294599
4.151704|0.125412
4.159013|0.067148
4.151143|0.087907
4.150712|0.063117
4.158512|0.186769
4.158175|0.278646
4.158557|0.457210
4.158000|0.345266
4.149279|0.337574
4.158935|0.425856
4.149916|0.170866
4.158123|0.326734
4.157451|0.317631
4.147975|0.203559
4.147029|0.084833
4.156178|0.056652
4.147212|0.075983
4.147003|0.057207
4.154496|0.168939
4.154132|0.251691
4.155326|0.437074
4.155356|0.248070
4.145094|0.282175
4.156399|0.358916
4.145954|0.087354
4.154368|0.333584
4.153585|0.186322
4.142641|0.158337
4.141458|0.104600
4.152388|0.063342
4.142817|0.050784
4.143370|0.047370
4.150504|0.147605
4.150312|0.180856
4.153094|0.308102
4.150219|0.184593
4.140627|0.201907
4.154496|0.416415
4.143132|0.079129
4.152889|0.228486
4.151230|0.191903
4.138184|0.161829
4.137122|0.071822
4.146520|0.078009
4.138874|0.044039
4.139575|0.044194
4.145223|0.128885
4.144448|0.208312
4.150609|0.347290
4.142185|0.261127
4.136198|0.230854
4.151364|0.256902
4.140598|0.088523
4.150649|0.376341
4.149083|0.186375
4.132389|0.100820
4.132344|0.075421
4.138307|0.080787
4.134021|0.046371
4.134633|0.069526
4.140060|0.095751
4.140081|0.160281
4.148638|0.259324
4.137338|0.136110
4.129189|0.146135
4.149442|0.193611
4.135129|0.053124
4.147196|0.255893
4.146672|0.129750
4.121885|0.108428
4.123978|0.071227
4.134829|0.083013
4.124675|0.033833
4.125795|0.051443
4.136718|0.089640
4.137219|0.155459
4.145336|0.216475
4.135201|0.134258
4.119746|0.106802
4.148451|0.242267
4.128353|0.049263
4.142473|0.237249
4.141223|0.123709
4.112522|0.105961
4.116716|0.070164
4.132363|0.082980
4.118375|0.031383
4.121018|0.077381
4.131431|0.095884
4.133655|0.123390
4.138046|0.170722
4.133115|0.080087
4.117093|0.126163
4.145535|0.154659
4.126022|0.037695
4.138626|0.164981
4.129225|0.084192
4.109087|0.069901
4.114572|0.071259
4.130217|0.121313
4.115811|0.021075
4.119451|0.038987
4.118695|0.108636
4.129340|0.123668
4.123313|0.187734
4.131121|0.066109
4.154317|0.920903
4.159513|0.655918
4.156672|0.481071
4.155951|0.057012
4.157486|0.049196
4.157337|0.234807
4.155930|0.457897
4.156314|0.271217
4.155785|0.251644
4.156573|0.192514
4.158813|0.818300
4.152499|0.617253
4.155116|0.373538
4.160492|0.851424
4.152042|0.407974
4.157888|0.499512
4.152664|0.245028
4.151883|0.012211
4.153219|0.008003
4.153327|0.102818
