4.152223|0.225011
4.152017|0.122639
4.151749|0.124480
4.155294|0.104655
4.156329|0.514885
4.149966|0.397662
4.151802|0.162580
4.159560|0.611290
4.148451|0.197410
4.156196|0.280663
4.148128|0.116154
4.147406|0.020842
4.148691|0.024326
4.148765|0.053161
4.148507|0.093905
4.146879|0.057389
4.147890|0.066184
4.153504|0.093895
4.153677|0.746827
4.146369|0.332760
4.147131|0.102679
4.157414|0.412991
4.139982|0.127001
4.151813|0.139399
4.136950|0.077575
4.140258|0.014990
4.140985|0.029816
4.134364|0.052004
4.141401|0.066874
4.131196|0.038115
4.139450|0.074073
4.151987|0.084744
4.148638|0.431891
4.139871|0.235199
4.135313|0.074646
4.154612|0.457998
4.127887|0.094023
4.147864|0.128993
4.125640|0.073597
4.121690|0.030886
4.120703|0.036692
4.112676|0.052535
4.125087|0.072073
4.117624|0.041875
4.123024|0.044049
4.152010|0.075421
4.136650|0.742903
4.119951|0.344957
4.118916|0.087168
4.151932|0.574966
4.119003|0.103049
4.142101|0.283468
4.115355|0.073607
4.111884|0.037510
4.110471|0.009360
4.105191|0.051657
4.114836|0.082684
4.112124|0.060371
4.115293|0.056714
4.152205|0.074801
4.116944|0.280016
4.098665|0.187157
4.113241|0.059402
4.148510|0.555865
4.111845|0.060715
4.136961|0.125581
4.108205|0.045823
4.105790|0.033480
4.104000|0.024472
4.100329|0.052718
4.109099|0.067418
4.107290|0.045870
4.110433|0.042851
4.152206|0.077186
4.107606|0.180844
4.088740|0.134282
4.107713|0.093984
4.146094|0.418203
4.107055|0.047485
4.132556|0.134709
4.102242|0.040610
4.101259|0.023747
4.099353|0.012828
4.094656|0.057141
4.103880|0.059810
4.101178|0.031572
4.105114|0.028223
4.150183|0.054276
4.100025|0.253253
4.081910|0.125776
4.101515|0.043128
4.143360|0.285776
4.101233|0.042693
4.128763|0.105820
4.096209|0.023246
4.094969|0.018648
4.093086|0.013896
4.088329|0.027920
4.096766|0.047608
4.094893|0.026333
4.100954|0.025647
4.148072|0.067169
4.095873|0.265301
4.077693|0.091960
4.094957|0.038015
4.139678|0.280628
4.094865|0.036529
4.122523|0.070282
4.089819|0.024498
4.087663|0.014891
4.086082|0.007419
4.080880|0.019908
4.089529|0.039930
4.088202|0.024931
4.096391|0.039084
4.145278|0.055976
4.092336|0.318092
4.073456|0.102227
4.088872|0.029727
4.135500|0.310483
4.152431|0.868366
4.155669|0.903903
4.152733|0.907496
4.157333|0.691839
4.154151|0.603392
4.147825|0.610296
4.152342|0.616697
4.154550|0.746327
4.151521|0.502187
4.148512|0.290317
4.146690|0.487294
4.151881|0.617732
4.146565|0.346039
4.155066|0.348212
4.142717|0.306695
4.150913|0.406027
4.146386|0.429830
4.148534|0.229312
4.143925|0.158830
4.139472|0.173514
4.145133|0.290111
4.149845|0.751731
4.142697|0.131477
4.140156|0.060031
4.141706|0.258736
4.146519|0.293209
4.138893|0.085909
4.147684|0.098773
4.134748|0.254645
4.144686|0.206389
4.141837|0.458711
4.141860|0.162546
4.138367|0.089247
4.133239|0.090291
4.140296|0.464430
4.145955|0.614929
4.136722|0.099638
4.134652|0.044795
4.136843|0.518594
4.141726|0.341878
4.133548|0.074051
4.140528|0.039883
4.130612|0.233798
4.140370|0.355815
4.138669|0.195494
4.137350|0.142842
4.131731|0.088252
4.125339|0.093480
4.135060|0.356595
4.142464|0.549520
4.130157|0.110958
4.126417|0.024154
4.126765|0.470234
4.136626|0.503405
4.125620|0.080390
4.129570|0.040249
4.121072|0.172467
4.136163|0.308756
4.134984|0.437750
4.125311|0.105612
4.119078|0.067745
4.111046|0.087501
4.121291|0.391455
4.137463|0.745828
4.123950|0.062847
4.108631|0.028755
4.116341|0.214196
4.130268|0.324599
4.112689|0.088645
4.113218|0.035829
4.110882|0.106470
4.130735|0.154640
4.130756|0.248746
4.116925|0.137068
4.109653|0.068975
4.099687|0.054577
4.113376|0.363988
4.134850|0.452344
4.114944|0.038111
4.099529|0.026298
4.108446|0.186774
4.124057|0.206454
4.103850|0.061967
4.102605|0.019667
4.104666|0.152869
4.125918|0.143405
4.122956|0.227300
4.110784|0.131672
4.102299|0.044404
4.089893|0.039930
4.104227|0.246381
4.130195|0.534559
4.103661|0.052338
4.092692|0.014774
4.095650|0.176059
4.118418|0.252624
4.093053|0.056944
4.092420|0.008921
4.100845|0.097553
4.122266|0.136798
4.115459|0.401299
4.106708|0.033910
4.096926|0.040407
4.083422|0.039846
4.098919|0.128751
4.125256|0.661238
4.096405|0.033548
4.087567|0.010578
4.090753|0.143962
4.111346|0.184187
4.084945|0.028253
4.085736|0.009789
4.095084|0.084290
4.118097|0.064018
4.110034|0.191139
4.101941|0.102904
4.089501|0.047986
4.073482|0.034118
4.089245|0.124461
4.119424|0.530295
4.091320|0.019782
4.073671|0.013796
4.081827|0.021226
4.104449|0.280237
4.068946|0.031801
4.070805|0.010792
4.081053|0.111913
4.113469|0.105122
4.102632|0.152866
4.091139|0.072584
4.075574|0.047861
4.060353|0.029738
4.078147|0.053690
4.112515|0.655184
4.086258|0.012726
4.060881|0.010291
4.078370|0.014096
4.098144|0.267936
4.057634|0.042184
4.063374|0.008692
4.137805|0.389250
4.151265|1.081820
4.151752|0.805426
4.148361|0.383127
4.146763|0.764288
4.142331|0.387553
4.154112|1.129245
4.157135|0.926602
4.156600|0.820397
4.139822|0.847936
4.150050|0.515036
4.148185|0.873470
4.145142|0.829879
4.149460|0.167332
4.136762|0.071531
4.145557|0.751812
4.145583|0.697003
4.144367|0.179467
4.140424|0.654579
4.134147|0.338200
4.145791|0.823614
4.145507|0.686013
4.145155|0.614426
4.129369|0.498838
4.143041|0.364160
4.140835|0.630495
4.136167|0.475377
4.139958|0.107390
4.131275|0.057253
4.134977|0.351335
4.136027|0.292987
4.136984|0.157627
4.133012|0.309844
4.123842|0.133854
4.135674|0.443010
4.132984|0.212885
4.133798|0.156586
4.116242|0.177579
4.135498|0.174394
4.131231|0.291780
4.124060|0.172990
4.130948|0.048334
4.125165|0.066473
4.122540|0.153422
4.124927|0.118380
4.129591|0.229036
4.122571|0.312072
4.112307|0.143658
4.126522|0.269478
4.116245|0.123468
4.117207|0.093601
4.102323|0.104131
4.126916|0.191254
4.116010|0.185287
4.111039|0.165183
4.114871|0.134270
4.117676|0.080567
4.108368|0.075624
4.113556|0.055659
4.116946|0.139630
4.099009|0.142466
4.091995|0.082147
4.108662|0.342707
4.084726|0.066525
4.076403|0.050145
4.082497|0.066260
4.111682|0.127376
4.092881|0.207897
4.090569|0.085953
4.082080|0.098769
4.096254|0.047309
4.093786|0.071883
4.091639|0.047770
4.101028|0.131882
4.076869|0.110638
4.073391|0.052810
4.094738|0.298375
4.063046|0.124267
4.054752|0.080591
4.061872|0.068845
4.095901|0.127458
4.084925|0.127874
4.072716|0.077347
4.070595|0.049980
4.071279|0.036667
4.081169|0.057650
4.078996|0.041575
4.083899|0.050523
4.066936|0.065573
4.064231|0.042193
4.089363|0.178080
4.055912|0.097169
4.048533|0.085464
4.053401|0.051094
4.079280|0.068998
4.078312|0.110072
4.063856|0.055939
4.062507|0.062395
4.055852|0.031597
4.072066|0.031091
4.071411|0.023448
4.075433|0.092635
4.059616|0.040437
4.056626|0.044551
4.084489|0.137929
4.051392|0.105546
4.044291|0.122879
4.047406|0.035754
4.072142|0.083302
4.073004|0.080576
4.058040|0.016290
4.054592|0.034563
4.048558|0.043632
4.066052|0.025550
4.066340|0.025520
4.067908|0.044947
4.054246|0.033304
4.049647|0.031488
4.080514|0.178088
4.048031|0.036092
4.040823|0.017516
4.042771|0.031549
4.066029|0.076843
4.067886|0.045348
4.053458|0.017914
4.047581|0.024588
4.043304|0.034704
4.057241|0.025831
4.061730|0.023419
4.055147|0.045895
4.049886|0.020643
4.043726|0.031260
4.076115|0.067013
4.044839|0.030378
4.037674|0.014758
4.038957|0.029501
4.052094|0.079849
4.055865|0.046814
4.050300|0.010866
4.041679|0.029071
